SR,Township,Town,Ward,Ward_MMR,,,
Magway,Yesagyo,Yesagyo Town,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,,,
Magway,Yesagyo,Yesagyo Town,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,,,
Magway,Yesagyo,Yesagyo Town,No (7) Ward,အမှတ် (၇) ရပ်ကွက်,,,
Magway,Yesagyo,Yesagyo Town,No (8) Ward,အမှတ် (၈) ရပ်ကွက်,,,
Mandalay,Amarapura,Amarapura Town,Hman Tan Ward,မှန်တန်းရပ်ကွက်,,,
Mandalay,Amarapura,Amarapura Town,Kyan Tan Ward,ကျန်တန်းရပ်ကွက်,,,
Mandalay,Amarapura,Amarapura Town,Lay Su Ward,လေးစုရပ်ကွက်,,,
Mandalay,Amarapura,Amarapura Town,Oe Taw Ward,အိုးတော်ရပ်ကွက်,,,
Mandalay,Amarapura,Amarapura Town,Shwe Gun Htoke Ward,ရွှေဂွမ်းထုတ်ရပ်ကွက်,,,
Mandalay,Amarapura,Amarapura Town,Sin Swei Put Ward,ဆင်စွယ်ပွတ်ရပ်ကွက်,,,
Mandalay,Amarapura,Amarapura Town,Taung Gyi Ward,တောင်ကြီးရပ်ကွက်,,,
Mandalay,Amarapura,Amarapura Town,Zay Cho Ward,ဈေးချိုရပ်ကွက်,,,
Mandalay,Amarapura,Myitnge Town,Myit Nge Ward,မြစ်ငယ်ရပ်ကွက်,,,
Mandalay,Aungmyaythazan,Aungmyaythazan Town,Ah Hneik Taw Ward,အနှိပ်တော်ရပ်ကွက်,,,
Mandalay,Aungmyaythazan,Aungmyaythazan Town,Ah Ma Ra Htar Ni (East) Ward,အမရဌာနီ (အရှေ့) ရပ်ကွက်,,,
Mandalay,Aungmyaythazan,Aungmyaythazan Town,Ah Ma Ra Htar Ni (West) Ward,အမရဌာနီ (အနောက်) ရပ်ကွက်,,,
Mandalay,Aungmyaythazan,Aungmyaythazan Town,Aung Myay Thar Zan Ward,အောင်မြေသာစံမြို့ရပ်ကွက်,,,
Mandalay,Aungmyaythazan,Aungmyaythazan Town,Bone Taw Toe Ward,ဘုန်းတော်တိုးရပ်ကွက်,,,
Mandalay,Aungmyaythazan,Aungmyaythazan Town,Daw Na Bwar Ward,ဒေါနဘွားရပ်ကွက်,,,
Mandalay,Aungmyaythazan,Aungmyaythazan Town,Ma Har Zay Yar Bon Ward,မဟာဇေယျာဘုံရပ်ကွက်,,,
Mandalay,Aungmyaythazan,Aungmyaythazan Town,May Ga Gi Ri Ward,မေဃဂီရိရပ်ကွက်,,,
Mandalay,Aungmyaythazan,Aungmyaythazan Town,Min Tei Ei Kin Ward,မင်းတဲအီကင်းရပ်ကွက်,,,
Mandalay,Aungmyaythazan,Aungmyaythazan Town,Nyaung Kwe Ward,ညောင်ကွဲရပ်ကွက်,,,
Mandalay,Aungmyaythazan,Aungmyaythazan Town,Oe Bo Ward,အိုးဘိုရပ်ကွက်,,,
Mandalay,Aungmyaythazan,Aungmyaythazan Town,Pale Ngwe Yaung Ward,ပုလဲငွေရောင်ရပ်ကွက်,,,
Mandalay,Aungmyaythazan,Aungmyaythazan Town,Pyi Gyi Kyet Tha Yae (East) Ward,ပြည်ကြီးကျက်သရေ (အရှေ့) ရပ်ကွက်,,,
Mandalay,Aungmyaythazan,Aungmyaythazan Town,Pyi Gyi Kyet Tha Yae (West) Ward,ပြည်ကြီးကျက်သရေ (အနောက်) ရပ်ကွက်,,,
Mandalay,Aungmyaythazan,Aungmyaythazan Town,Pyi Gyi Yan Lon Ward,ပြည်ကြီးရန်လုံရပ်ကွက်,,,
Mandalay,Aungmyaythazan,Aungmyaythazan Town,Pyi Lone Chan Thar Ward,ပြည်လုံးချမ်းသာရပ်ကွက်,,,
Mandalay,Aungmyaythazan,Aungmyaythazan Town,Thi Ri Mar Lar (East) Ward,သီရိမာလာ (အရှေ့) ရပ်ကွက်,,,
Mandalay,Aungmyaythazan,Aungmyaythazan Town,Thi Ri Mar Lar (West) Ward,သီရိမာလာ (အနောက်) ရပ်ကွက်,,,
Mandalay,Aungmyaythazan,Aungmyaythazan Town,U Poke Htaw Ward,ဥပုသ်တော်ရပ်ကွက်,,,
Mandalay,Chanayethazan,Chanayethazan Town,Aung Nan Yeik Thar (East) Ward,အောင်နန်းရိပ်သာ (အရှေ့) ရပ်ကွက်,,,
Mandalay,Chanayethazan,Chanayethazan Town,Aung Nan Yeik Thar (West) Ward,အောင်နန်းရိပ်သာ (အနောက်) ရပ်ကွက်,,,
Mandalay,Chanayethazan,Chanayethazan Town,Chan Aye Thar Zan (East) Ward,ချမ်းအေးသာစံ (အရှေ့) ရပ်ကွက်,,,
Mandalay,Chanayethazan,Chanayethazan Town,Chan Aye Thar Zan (Middle) Ward,ချမ်းအေးသာစံ (အလယ်) ရပ်ကွက်,,,
Mandalay,Chanayethazan,Chanayethazan Town,Chan Aye Thar Zan (West) Ward,ချမ်းအေးသာစံ (အနောက်) ရပ်ကွက်,,,
Mandalay,Chanayethazan,Chanayethazan Town,Day Wun (West) Ward,ဒေးဝန်း (အနောက်) ရပ်ကွက်,,,
Mandalay,Chanayethazan,Chanayethazan Town,Hay Mar Za La Ward,ဟေမာဇလရပ်ကွက်,,,
Mandalay,Chanayethazan,Chanayethazan Town,Kan Kauk Ward,ကံကောက်ရပ်ကွက်,,,
Mandalay,Chanayethazan,Chanayethazan Town,Kit Sa Na Ma Hi Ward,ကဉ္စနမဟီရပ်ကွက်,,,
Mandalay,Chanayethazan,Chanayethazan Town,Maw Ra Gi War Ward,မောရဂီဝါရပ်ကွက်,,,
Mandalay,Chanayethazan,Chanayethazan Town,Pat Kone Pyaw Bwei Ward,ပါတ်ကုန်းပျော်ဘွယ်ရပ်ကွက်,,,
Mandalay,Chanayethazan,Chanayethazan Town,Pat Kone Wun Kyin Ward,ပါတ်ကုန်းဝန်းကျင်ရပ်ကွက်,,,
Mandalay,Chanayethazan,Chanayethazan Town,Pyi Gyi Myet Hman Ward,ပြည်ကြီးမျက်မှန်ရပ်ကွက်,,,
Mandalay,Chanayethazan,Chanayethazan Town,Pyi Gyi Myet Shin Ward,ပြည်ကြီးမျက်ရှင်ရပ်ကွက်,,,
Mandalay,Chanayethazan,Chanayethazan Town,Pyi Gyi Pyawbwe (East) Ward,ပြည်ကြီးပျော်ဘွယ် (အရှေ့) ရပ်ကွက်,,,
Mandalay,Chanayethazan,Chanayethazan Town,Pyi Gyi Pyawbwe (West) Ward,ပြည်ကြီးပျော်ဘွယ် (အနောက်) ရပ်ကွက်,,,
Mandalay,Chanayethazan,Chanayethazan Town,Seik Ta Ra Ma Hi Ward,စိတ္တရမဟီရပ်ကွက်,,,
Mandalay,Chanayethazan,Chanayethazan Town,Thi Ri Hay Mar (East) Ward,သီရိဟေမာ (အရှေ့) ရပ်ကွက်,,,
Mandalay,Chanayethazan,Chanayethazan Town,Thi Ri Hay Mar (West) Ward,သီရိဟေမာ (အနောက်) ရပ်ကွက်,,,
Mandalay,Chanayethazan,Chanayethazan Town,Yan Myo Lon Ward,ရန်မျိုးလုံရပ်ကွက်,,,
Mandalay,Chanmyathazi,Chanmyathazi Town,Aung Pin Lel Ward,အောင်ပင်လယ်ရပ်ကွက်,,,
Mandalay,Chanmyathazi,Chanmyathazi Town,Aung Thar Yar Ward,အောင်သာယာရပ်ကွက်,,,
Mandalay,Chanmyathazi,Chanmyathazi Town,Chan Mya Thar Zi (South) Ward,ချမ်းမြသာစည် (တောင်)ရပ်ကွက်,,,
Mandalay,Chanmyathazi,Chanmyathazi Town,Htun Tone Ward,ထွန်တုံးရပ်ကွက်,,,
Mandalay,Chanmyathazi,Chanmyathazi Town,Kan Thar Yar Ward,ကန်သာယာရပ်ကွက်,,,
Mandalay,Chanmyathazi,Chanmyathazi Town,Kyung Lone U Shaung Ward,ကျွန်းလုံးဥသျှောင်ရပ်ကွက်,,,
Mandalay,Chanmyathazi,Chanmyathazi Town,Mya Yi Nan Dar Ward,မြရည်နန္ဒာရပ်ကွက်,,,
Mandalay,Chanmyathazi,Chanmyathazi Town,Myo Thit No (1) Ward,မြို့သစ်အမှတ် (၁) ရပ်ကွက်,,,
Mandalay,Chanmyathazi,Chanmyathazi Town,Myo Thit No (2) Ward,မြို့သစ်အမှတ် (၂) ရပ်ကွက်,,,
Mandalay,Chanmyathazi,Chanmyathazi Town,Myo Thit No (3) Ward,မြို့သစ်အမှတ် (၃) ရပ်ကွက်,,,
Mandalay,Chanmyathazi,Chanmyathazi Town,Myo Thit No (4) Ward,မြို့သစ်အမှတ် (၄) ရပ်ကွက်,,,
Mandalay,Chanmyathazi,Chanmyathazi Town,Myo Thit No (5) Ward,မြို့သစ်အမှတ် (၅) ရပ်ကွက်,,,
Mandalay,Chanmyathazi,Chanmyathazi Town,Tan Pa Wa Di Ward,တမ္ပဝတီရပ်ကွက်,,,
Mandalay,Chanmyathazi,Chanmyathazi Town,Than Hlyet Maw (South) Ward,သံလျှက်မော် (တောင်) ရပ်ကွက်,,,
Mandalay,Kyaukpadaung,Kyaukpadaung Town,Aung Min Ga Lar Ward,အောင်မင်္ဂလာရပ်ကွက်,,,
Mandalay,Kyaukpadaung,Kyaukpadaung Town,Bu Tar Ward,ဘူတာရပ်ကွက်,,,
Mandalay,Kyaukpadaung,Kyaukpadaung Town,Lut Lat Yay Ward,လွတ်လပ်ရေးရပ်ကွက်,,,
Mandalay,Kyaukpadaung,Kyaukpadaung Town,Myauk Pyi Taw Thar Ward,မြောက်ပြည်တော်သာရပ်ကွက်,,,
Mandalay,Kyaukpadaung,Kyaukpadaung Town,Myo Ma (South) Ward,မြို့မတောင်ရပ်ကွက်,,,
Mandalay,Kyaukpadaung,Kyaukpadaung Town,Myo Ma Kwet Thit Ward,မြို့မကွက်သစ်ရပ်ကွက်,,,
Mandalay,Kyaukpadaung,Kyaukpadaung Town,Myo Ma Ward,မြို့မရပ်ကွက်,,,
Mandalay,Kyaukpadaung,Kyaukpadaung Town,San Pya Ward,စံပြရပ်ကွက်,,,
Mandalay,Kyaukpadaung,Kyaukpadaung Town,Tan Pa Wa Di Ward,တမ္ပဝတီရပ်ကွက်,,,
Mandalay,Kyaukpadaung,Kyaukpadaung Town,Thar Yar Yay Ward,သာယာရေးရပ်ကွက်,,,
Mandalay,Kyaukpadaung,Kyaukpadaung Town,Thi Ri Min Ga Lar Ward,သီရိမင်္ဂလာရပ်ကွက်,,,
Mandalay,Kyaukpadaung,Kyaukpadaung Town,Zay Kwet Thit Ward,ဈေးကွက်သစ်ရပ်ကွက်,,,
Mandalay,Kyaukse,Kyaukse Town,Aye Mya Kyi Lin Ward,ဧမြကြည်လင်ရပ်ကွက်,,,
Mandalay,Kyaukse,Kyaukse Town,Baw Ga Wa Di Ward,ဘောဂဝတီရပ်ကွက်,,,
Mandalay,Kyaukse,Kyaukse Town,Hpaung Ywar Ward,ဖောင်ရွာရပ်ကွက်,,,
Mandalay,Kyaukse,Kyaukse Town,Kyet Min Tun Ward,ကြက်မင်းတွန်ရပ်ကွက်,,,
Mandalay,Kyaukse,Kyaukse Town,Min Yat Ward,မင်းရပ်-ရပ်ကွက်,,,
Mandalay,Kyaukse,Kyaukse Town,Pyi Lone Naing Ward,ပြည်လုံးနိုင်ရပ်ကွက်,,,
Mandalay,Kyaukse,Kyaukse Town,Su Gyi Ward,စုကြီးရပ်ကွက်,,,
Mandalay,Kyaukse,Kyaukse Town,Su Kone Ward,ဆူးကုန်းရပ်ကွက်,,,
Mandalay,Kyaukse,Kyaukse Town,Ye Su Ward,ရဲစုရပ်ကွက်,,,
Mandalay,Kyaukse,Kyaukse Town,Zay Tan Ward,ဈေးတန်းရပ်ကွက်,,,
Mandalay,Madaya,Madaya Town,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,,,
Mandalay,Madaya,Madaya Town,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,,,
Mandalay,Madaya,Madaya Town,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,,,
Mandalay,Madaya,Madaya Town,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,,,
Mandalay,Madaya,Madaya Town,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,,,
Mandalay,Mahaaungmyay,Mahaaungmyay Town,Chan Mya Thar Zi (North) Ward,ချမ်းမြသာစည် (မြောက်) ရပ်ကွက်,,,
Mandalay,Mahaaungmyay,Mahaaungmyay Town,Day Wun (East) Ward,ဒေးဝန်း (အရှေ့) ရပ်ကွက်,,,
Mandalay,Mahaaungmyay,Mahaaungmyay Town,Hay Ma Mar Lar (North) Ward,ဟေမမာလာ (မြောက်) ရပ်ကွက်,,,
Mandalay,Mahaaungmyay,Mahaaungmyay Town,Hay Ma Mar Lar (South) Ward,ဟေမမာလာ (တောင်) ရပ်ကွက်,,,
Mandalay,Mahaaungmyay,Mahaaungmyay Town,Ma Har Aung Myay (East) Ward,မဟာအောင်မြေ (အရှေ့) ရပ်ကွက်,,,
Mandalay,Mahaaungmyay,Mahaaungmyay Town,Ma Har Aung Myay (West) Ward,မဟာအောင်မြေ (အနောက်) ရပ်ကွက်,,,
Mandalay,Mahaaungmyay,Mahaaungmyay Town,Ma Har Myaing (1) Ward,မဟာမြိုင်ရပ်ကွက် (၁) ရပ်ကွက်,,,
Mandalay,Mahaaungmyay,Mahaaungmyay Town,Ma Har Myaing (2) Ward,မဟာမြိုင်ရပ်ကွက် (၂) ရပ်ကွက်,,,
Mandalay,Mahaaungmyay,Mahaaungmyay Town,Ma Har Nwe Sin Ward,မဟာနွယ်စဉ်ရပ်ကွက်,,,
Mandalay,Mahaaungmyay,Mahaaungmyay Town,Sein Pan Ward,စိန်ပန်းရပ်ကွက်,,,
Mandalay,Mahaaungmyay,Mahaaungmyay Town,Set Kyar Nwe Sin Ward,စကြာနွယ်စဉ်ရပ်ကွက်,,,
Mandalay,Mahaaungmyay,Mahaaungmyay Town,Shwe Hpone Shein Ward,ရွှေဘုန်းရှိန်ရပ်ကွက်,,,
Mandalay,Mahaaungmyay,Mahaaungmyay Town,Tet Ka Tho Ward,တက္ကသိုလ်ရပ်ကွက်,,,
Mandalay,Mahaaungmyay,Mahaaungmyay Town,Than Hlyat Maw (East) Ward,သံလျက်မော် (အရှေ့) ရပ်ကွက်,,,
Mandalay,Mahaaungmyay,Mahaaungmyay Town,Than Hlyat Maw (West) Ward,သံလျက်မော် (အနောက်) ရပ်ကွက်,,,
Mandalay,Mahaaungmyay,Mahaaungmyay Town,Ya Da Nar Bon Mi (East) Ward,ရတနာဘုမ္မိ (အရှေ့) ရပ်ကွက်,,,
Mandalay,Mahaaungmyay,Mahaaungmyay Town,Ya Da Nar Bon Mi (West) Ward,ရတနာဘုမ္မိ (အနောက်) ရပ်ကွက်,,,
Mandalay,Mahaaungmyay,Mahaaungmyay Town,Ye Mun (South) Ward,ရဲမွန်တောင်ရပ်ကွက်,,,
Mandalay,Mahlaing,Mahlaing Town,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,,,
Mandalay,Mahlaing,Mahlaing Town,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,,,
Mandalay,Mahlaing,Mahlaing Town,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,,,
Mandalay,Mahlaing,Mahlaing Town,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,,,
Mandalay,Meiktila,Meiktila Town,Ah Shey Pyin Ward,အရှေ့ပြင်ရပ်ကွက်,,,
Mandalay,Meiktila,Meiktila Town,Aung San Ward,အောင်ဆန်းရပ်ကွက်,,,
Mandalay,Meiktila,Meiktila Town,Aung Zay Yar ward,အောင်ဇေယျာရပ်ကွက်,,,
Mandalay,Meiktila,Meiktila Town,Chi Set Ward,ချည်စက်ရပ်ကွက်,,,
Mandalay,Meiktila,Meiktila Town,Kyi Taw Kone Ward,ကြည်တော်ကုန်းရပ်ကွက်,,,
Mandalay,Meiktila,Meiktila Town,Myo Ma Ward,မြို့မရပ်ကွက်,,,
Mandalay,Meiktila,Meiktila Town,Nan Taw Kone Ward,နန်းတော်ကုန်းရပ်ကွက်,,,
Mandalay,Meiktila,Meiktila Town,Pauk Chaung Ward,ပေါက်ချောင်းရပ်ကွက်,,,
Mandalay,Meiktila,Meiktila Town,Pyi Thar Yar Ward (North),ပြည်သာယာရပ်ကွက် (မြောက်),,,
Mandalay,Meiktila,Meiktila Town,Pyi Thar Yar Ward (South),ပြည်သာယာရပ်ကွက် (တောင်),,,
Mandalay,Meiktila,Meiktila Town,Thi Ri Min Ga Lar Ward,သီရိမင်္ဂလာရပ်ကွက်,,,
Mandalay,Meiktila,Meiktila Town,Wun Zin Ward,ဝန်းဇင်းရပ်ကွက်,,,
Mandalay,Meiktila,Meiktila Town,Ya Da Nar Man Aung Ward,ရတနာမာန်အောင်ရပ်ကွက်,,,
Mandalay,Meiktila,Meiktila Town,Yan Myo Aung Ward,ရန်မျိုးအောင်ရပ်ကွက်,,,
Mandalay,Mogoke,Mogoke Town,Lel U Ward,လယ်ဦးရပ်ကွက်,,,
Mandalay,Mogoke,Mogoke Town,Min Ta Dar Ward,မင်းတံတားရပ်ကွက်,,,
Mandalay,Mogoke,Mogoke Town,Myo Ma Ward,မြို့မရပ်ကွက်,,,
Mandalay,Mogoke,Mogoke Town,Shaw Li Waing Ward,ရှောလီဝိုင်းရပ်ကွက်,,,
Mandalay,Mogoke,Mogoke Town,Yae Pu Ward,ရေပူရပ်ကွက်,,,
Mandalay,Myingyan,Myingyan Town,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,,,
Mandalay,Myingyan,Myingyan Town,No (10) Ward,အမှတ် (၁၀) ရပ်ကွက်,,,
Mandalay,Myingyan,Myingyan Town,No (11) Ward,အမှတ် (၁၁) ရပ်ကွက်,,,
Mandalay,Myingyan,Myingyan Town,No (12) Ward,အမှတ် (၁၂) ရပ်ကွက်,,,
Mandalay,Myingyan,Myingyan Town,No (13) Ward,အမှတ် (၁၃) ရပ်ကွက်,,,
Mandalay,Myingyan,Myingyan Town,No (14) Ward,အမှတ် (၁၄) ရပ်ကွက်,,,
Mandalay,Myingyan,Myingyan Town,No (15) Ward,အမှတ် (၁၅) ရပ်ကွက်,,,
Mandalay,Myingyan,Myingyan Town,No (16) Ward,အမှတ် (၁၆) ရပ်ကွက်,,,
Mandalay,Myingyan,Myingyan Town,No (17) Ward,အမှတ် (၁၇) ရပ်ကွက်,,,
Mandalay,Myingyan,Myingyan Town,No (18) Ward,အမှတ် (၁၈) ရပ်ကွက်,,,
Mandalay,Myingyan,Myingyan Town,No (19) Ward,အမှတ် (၁၉) ရပ်ကွက်,,,
Mandalay,Myingyan,Myingyan Town,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,,,
Mandalay,Myingyan,Myingyan Town,No (20) Ward,အမှတ် (၂၀) ရပ်ကွက်,,,
Mandalay,Myingyan,Myingyan Town,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,,,
Mandalay,Myingyan,Myingyan Town,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,,,
Mandalay,Myingyan,Myingyan Town,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,,,
Mandalay,Myingyan,Myingyan Town,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,,,
Mandalay,Myingyan,Myingyan Town,No (7) Ward,အမှတ် (၇) ရပ်ကွက်,,,
Mandalay,Myingyan,Myingyan Town,No (8) Ward,အမှတ် (၈) ရပ်ကွက်,,,
Mandalay,Myingyan,Myingyan Town,No (9) Ward,အမှတ် (၉) ရပ်ကွက်,,,
Mandalay,Myingyan,Si Mee Khon Town,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,,,
Mandalay,Myingyan,Si Mee Khon Town,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,,,
Mandalay,Myingyan,Si Mee Khon Town,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,,,
Mandalay,Myingyan,Si Mee Khon Town,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,,,
Mandalay,Myittha,Ku Me Town,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,,,
Mandalay,Myittha,Ku Me Town,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,,,
Mandalay,Myittha,Ku Me Town,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,,,
Mandalay,Myittha,Ku Me Town,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,,,
Mandalay,Myittha,Ku Me Town,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,,,
Mandalay,Myittha,Myittha Town,Bu Tar Ward,ဘူတာရပ်ကွက်,,,
Mandalay,Myittha,Myittha Town,Min Kone Ward,မင်းကုန်းရပ်ကွက်,,,
Mandalay,Myittha,Myittha Town,Myo Ma (East) Ward,မြို့မအရှေ့ရပ်ကွက်,,,
Mandalay,Myittha,Myittha Town,Myo Ma (West) Ward,မြို့မအနောက်ရပ်ကွက်,,,
Mandalay,Myittha,Myittha Town,Shan Pwe Ward,ရှမ်းပွဲရပ်ကွက်,,,
Mandalay,Myittha,Myittha Town,Shwe Thu Htay Ward,ရွှေသူဌေးရပ်ကွက်,,,
Mandalay,Natogyi,Natogyi Town,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,,,
Mandalay,Natogyi,Natogyi Town,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,,,
Mandalay,Natogyi,Natogyi Town,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,,,
Mandalay,Natogyi,Natogyi Town,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,,,
Mandalay,Natogyi,Natogyi Town,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,,,
Mandalay,Natogyi,Natogyi Town,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,,,
Mandalay,Natogyi,Natogyi Town,No (7) Ward,အမှတ် (၇) ရပ်ကွက်,,,
Mandalay,Natogyi,Natogyi Town,No (8) Ward,အမှတ် (၈) ရပ်ကွက်,,,
Mandalay,Ngazun,Ngazun Town,No (1) Ward,အမှတ် (၁)ရပ်ကွက်,,,
Mandalay,Ngazun,Ngazun Town,No (2) Ward,အမှတ် (၂)ရပ်ကွက်,,,
Mandalay,Ngazun,Ngazun Town,No (3) Ward,အမှတ် (၃)ရပ်ကွက်,,,
Mandalay,Ngazun,Ngazun Town,No (4) Ward,အမှတ် (၄)ရပ်ကွက်,,,
Mandalay,Nyaung-U,Bagan Town,Ah Naw Ra Htar Ward,အနော်ရထာရပ်ကွက်,,,
